"LocationLongitude","LocationLatitude","IPAddress","Message","Q1","Q37","Q43","Q44","Q36","Q33","Q42","Q34","Q35","Q25","Q24_1","Q24_2","Q24_3","Q24_4","Q24_5","Q24_6","Q24_7","Q24_8","Q26","Q28","Q29","Q30","Q31","Q32_1","Q32_2","Q32_3","Q32_4","Q32_5","Q32_6","Q32_7","Q32_8","Q33_1","Q33_2","Q33_3","Q33_4","Q33_5","Q33_6","Q33_7","Q33_8","Q41_1","Q41_2","Q41_3","Q41_4","Q41_5","Q41_6","Q41_7","Q41_8","Q41_9","Q42_1","Q40","Q12","Q18","Q16_1","Q16_2","Q16_3","Q16_4","Q16_5","Q16_6","Q16_7","Q16_8","Q17","Q34_1","Q36_1","Q37_1","Q39","Q38","Q40_1","Q40_2","Q40_3","Q40_4","Q40_5","Q40_6","Q40_7","Q40_8","Q40_9","Q40_10","Q21","Q19","Q20","Q13","Q14","Q15","Q23","PassFail"
-94.7622985839844,34.0269927978516,"104.160.105.111","Message 2 River","I AGREE to participate",1,"A little","None at all","0",0,"0",1,"An attorney challenging the permit","Moderately likely",4,7,1,2,8,3,5,6,"0","Moderately more vulnerable","No",0,"I live in poverty",0,0,0,0,0,0,0,0,5,17.5,18,22,5,17.5,10,5,"Donated time or money to a political campaign","0","0","Signed a petition","0","0","0","0","Voted in the last federal election","Disagree","Millard Fillmore",31,"Male","White","0","0","0",0,"0","0","0","Yes","McCurtain",21,"Rural","Visit the area for recreation/tourism","0","Hiked","0","0","0","0","Hunted","0","Visited a local park","0","0","High school graduate","Unemployed looking for work","Less than $10,000","Democrat","0","&nbsp;","I take it on face value this study is researching what it said.","Pass"
-95.8654022216797,36.1259002685547,"70.177.69.192","Message 2 River","I AGREE to participate",1,"None at all","None at all","0",0,"0",1,"An attorney challenging the permit","Moderately likely",1,2,5,3,4,6,7,8,"About the same","About the same","No",0,"I do not line in the Oklahoma City are.",0,0,0,0,0,0,0,0,10,10,10,50,10,6,2,2,"0","0","0","0","0","Called or written to a representative (local, state, or national)","0","0","Voted in the last federal election","Agree","Millard Fillmore",35,"Female","White","0","0","0",0,"0","0","0","Yes","Tulsa",35,"Urban","Visit the area for recreation/tourism","0","Hiked","Camped","0","0","0","0","0","Visited a local park","Visited a wildlife refuge or state park","0","2 year degree","Employed part time","$50,000 - $59,999","Republican","0","&nbsp;","Public opinion on the water shed of the Kiamichi River.","Pass"
-95.9456024169922,36.0605926513672,"70.185.199.246","No Message Control","I AGREE to participate",1,"None at all","None at all","0",0,"0",0,"0","Neither likely nor unlikely",1,3,6,2,8,7,4,5,"Moderately more vulnerable","Moderately more vulnerable","No",0,"0",0,0,0,0,0,0,0,0,20,20,10,10,10,10,10,10,"0","0","0","Signed a petition","0","0","0","0","Voted in the last federal election","Somewhat agree","Millard Fillmore",33,"Female","0","Black or African American","0","0",0,"0","0","0","Yes","Tulsa",30,"Suburban","No Relationship","0","0","0","0","0","0","0","0","0","0","0","2 year degree","Employed full time","$20,000 - $29,999","Democrat","0","&nbsp;","0","Pass"
-101.477798461914,36.6961059570312,"67.219.171.166","No Message Control","I AGREE to participate",1,"None at all","None at all","0",0,"0",0,"0","Moderately unlikely",3,7,5,8,4,6,1,2,"Slightly more vulnerable","About the same","No",0,"I can't afford it.",0,0,0,0,0,0,0,0,0,10,30,20,15,15,5,5,"0","0","0","0","0","0","0","0","0","Disagree","James Buchanan",28,"Female","White","0","0","0",0,"0","0","0","Yes","Texas",3,"Suburban","No Relationship","0","Hiked","0","0","0","0","0","Fished","Visited a local park","Visited a wildlife refuge or state park","Visited a national park (anywhere in the US)","2 year degree","Unemployed not looking for work","$40,000 - $49,999","Republican","0","&nbsp;","0","Pass"
-96.0122985839844,36.3724975585938,"104.8.94.94","Message 1 OKC","I AGREE to participate",1,"None at all","None at all","0",1,"An attorney for the city",0,"0","Moderately likely",2,5,6,1,3,4,8,7,"Moderately more vulnerable","Moderately more vulnerable","No",0,"I don't make a lot of money, pretty much everything I make goes to keeping my bills paid.",0,0,0,0,0,0,0,0,15,10,15,15,15,15,5,10,"0","Attended a town hall or city council meeting","0","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","Called or written to a representative (local, state, or national)","0","0","Voted in the last federal election","Somewhat agree","Zachary Taylor",27,"Male","White","0","0","0",0,"0","0","0","Yes","Osage",27,"Rural","No Relationship","0","Hiked","0","0","0","0","0","0","Visited a local park","0","Visited a national park (anywhere in the US)","2 year degree","Unemployed looking for work","$10,000 - $19,999","Independent","0","&nbsp;","Public perception of importance of Kiamichi watershed area","Pass"
-97.5017013549805,35.4794006347656,"24.253.221.56","No Message Control","I AGREE to participate",1,"A little","A little","0",0,"0",0,"0","Moderately likely",6,8,3,1,5,7,4,2,"Moderately more vulnerable","Moderately more vulnerable","Yes",50,"0",5,5,10,15,5,5,5,0,0,0,0,0,0,0,0,0,"Donated time or money to a political campaign","0","Attended a rally/demonstration/march","Signed a petition","0","0","0","0","Voted in the last federal election","Somewhat disagree","Millard Fillmore",41,"Male","White","0","0","0",0,"0","0","0","Yes","Oklahoma",12,"Urban","Oklahoma City metro area resident","0","Hiked","0","0","Biked for recreation","0","0","0","Visited a local park","Visited a wildlife refuge or state park","Visited a national park (anywhere in the US)","Some college","Employed full time","$50,000 - $59,999","Democrat","0","&nbsp;","Knowledge and degree if interest in kiamichi river watershed","Pass"
-97.4794998168945,35.6678924560547,"98.162.192.169","Message 2 River","I AGREE to participate",1,"A moderate amount","A little","0",0,"0",1,"An attorney challenging the permit","Slightly likely",4,3,5,2,8,7,6,1,"Much more vulnerable","Much more vulnerable","Yes",20,"0",0,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,"Donated time or money to a political campaign","0","Attended a rally/demonstration/march","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","0","0","0","0","Disagree","Zachary Taylor",34,"Female","White","0","0","0",0,"0","0","0","Yes","Oklahoma",3,"Suburban","Visit the area for recreation/tourism","0","0","0","0","Biked for recreation","Gone boating (kayaking, canoeing, motorboating...)","0","0","Visited a local park","Visited a wildlife refuge or state park","0","4 year degree","Employed full time","$90,000 - $99,999","Democrat","0","Liberal","0","Pass"
-94.9786987304688,35.9093933105469,"192.173.53.135","No Message Control","I AGREE to participate",1,"A little","A moderate amount","0",0,"0",0,"0","Moderately likely",1,4,6,2,3,5,7,8,"About the same","Moderately more vulnerable","No",0,"I do not actually live and the watershed and am on a fixed income.",0,0,0,0,0,0,0,0,25,25,10,20,10,5,5,0,"Donated time or money to a political campaign","0","0","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","0","0","0","Voted in the last federal election","Somewhat disagree","Millard Fillmore",51,"Female","White","0","0","0",0,"0","0","0","Yes","Cherokee",38,"Rural","Visit the area for recreation/tourism","0","Hiked","0","0","0","0","0","0","Visited a local park","Visited a wildlife refuge or state park","Visited a national park (anywhere in the US)","High school graduate","Employed full time","$60,000 - $69,999","Democrat","0","Liberal","I believe you are trying to determine what people in our state feel about the Kiamichi watershed and how they want to preserve it and for what purposes.","Pass"
-97.940299987793,34.5072937011719,"67.60.153.109","No Message Control","I AGREE to participate",1,"None at all","None at all","0",0,"0",0,"0","Neither likely nor unlikely",1,3,5,2,4,8,6,7,"0","0","No",0,"I don't know about it.",0,0,0,0,0,0,0,0,20,20,5,20,20,5,5,5,"Donated time or money to a political campaign","Attended a town hall or city council meeting","Attended a rally/demonstration/march","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","Called or written to a representative (local, state, or national)","0","Volunteered to register voters or work at a polling place","Voted in the last federal election","Somewhat agree","Zachary Taylor",30,"Female","White","0","0","0",0,"0","0","0","Yes","Stephens",18,"Rural","Visit the area for recreation/tourism","0","0","0","0","0","0","0","0","0","Visited a wildlife refuge or state park","0","Professional degree","Student","$50,000 - $59,999","Democrat","0","Liberal","Community awareness","Pass"
-97.0705032348633,36.1240997314453,"139.78.240.16","Message 1 OKC","I AGREE to participate",1,"A moderate amount","A moderate amount","0",1,"An attorney for the city",0,"0","Moderately likely",7,8,4,5,3,6,2,1,"Moderately more vulnerable","Slightly more vulnerable","Yes",50,"0",5,5,10,5,5,5,5,10,0,0,0,0,0,0,0,0,"0","0","0","Signed a petition","0","0","0","0","0","Neither agree nor disagree","Millard Fillmore",36,"Female","0","0","0","Asian",0,"0","0","0","No","Payne",7,"Suburban","Visit the area for recreation/tourism","0","Hiked","Camped","Gone ""off-roading""","0","0","0","0","Visited a local park","0","0","4 year degree","Unemployed not looking for work","$80,000 - $89,999","Independent","0","Neither/Even Split","i am proud to be an Oklahoman and i love my state!","Pass"
-97.4387969970703,35.4109954833984,"24.253.212.17","No Message Control","I AGREE to participate",1,"None at all","None at all","0",0,"0",0,"0","Neither likely nor unlikely",2,5,4,1,3,8,6,7,"0","0","Yes",30,"0",5,5,5,5,0,5,0,5,0,0,0,0,0,0,0,0,"0","0","0","Signed a petition","0","0","0","Volunteered to register voters or work at a polling place","0","Strongly disagree","Zachary Taylor",29,"Female","0","Black or African American","0","0",0,"0","0","0","Yes","Oklahoma",20,"Urban","No Relationship","0","Hiked","0","0","0","0","0","0","Visited a local park","0","0","Some college","Unemployed not looking for work","$30,000 - $39,999","Independent","0","Liberal","The Kiamichi River","Pass"
-95.9525985717773,36.1463928222656,"70.189.79.14","Message 2 River","I AGREE to participate",1,"A little","A moderate amount","0",0,"0",1,"An attorney challenging the permit","Extremely likely",2,4,1,3,5,6,7,8,"Moderately more vulnerable","Much more vulnerable","No",0,"Only because I am so broke! there is no way I can even spare $5 right now.",0,0,0,0,0,0,0,0,20,5,25,30,5,5,5,5,"0","0","0","Signed a petition","0","0","0","0","Voted in the last federal election","Somewhat agree","Millard Fillmore",45,"Female","White","0","0","0",0,"0","0","0","Yes","Tulsa",32,"Urban","No Relationship","0","Hiked","0","0","Biked for recreation","Gone boating (kayaking, canoeing, motorboating...)","0","Fished","Visited a local park","0","0","4 year degree","Employed full time","$50,000 - $59,999","Democrat","0","Liberal","how Oklahomans feel about the Kiamichi River and OKC getting the permit","Pass"
-95.8855972290039,36.0933990478516,"68.0.65.169","No Message Control","I AGREE to participate",1,"None at all","None at all","0",0,"0",0,"0","Moderately likely",1,2,5,4,3,8,7,6,"0","0","No",0,"Don't have the money.",0,0,0,0,0,0,0,0,26,20,10,20,16,4,2,2,"0","0","0","Signed a petition","0","0","0","0","0","Disagree","Millard Fillmore",22,"Male","0","0","0","Asian",0,"0","0","0","Yes","Oklahoma",21,"Suburban","No Relationship","0","0","0","0","0","0","0","0","Visited a local park","0","0","4 year degree","Student","Less than $10,000","Independent","0","&nbsp;","I believe this survey is researching the importance of the Kiamachi River, and its importance to Oklahoma.","Pass"
-95.9456024169922,36.0605926513672,"199.4.216.68","Message 2 River","I AGREE to participate",1,"None at all","None at all","0",0,"0",1,"An attorney challenging the permit","Moderately unlikely",1,2,6,7,5,3,8,4,"Slightly more vulnerable","Slightly more vulnerable","No",0,"Just increase the price of water based on consumption instead",0,0,0,0,0,0,0,0,5,60,5,10,10,10,0,0,"0","0","0","Signed a petition","0","Called or written to a representative (local, state, or national)","0","0","Voted in the last federal election","Strongly agree","Zachary Taylor",27,"Male","White","0","0","0",0,"0","0","0","Yes","Tulsa",13,"Urban","Visit the area for recreation/tourism","0","0","Camped","0","0","0","0","0","Visited a local park","0","Visited a national park (anywhere in the US)","Doctorate","Employed full time","$70,000 - $79,999","Republican","0","&nbsp;","trying to save the Komanchi river basin","Pass"
-95.8143005371094,35.9907989501953,"174.131.227.109","No Message Control","I AGREE to participate",1,"A little","None at all","0",0,"0",0,"0","Moderately likely",5,2,1,6,8,4,7,3,"Slightly more vulnerable","Slightly more vulnerable","Yes",100,"0",20,5,20,30,5,10,5,5,0,0,0,0,0,0,0,0,"Donated time or money to a political campaign","Attended a town hall or city council meeting","0","Signed a petition","0","Called or written to a representative (local, state, or national)","Served on a committee or board","0","Voted in the last federal election","Somewhat agree","Zachary Taylor",52,"Female","White","0","0","0",0,"0","0","0","Yes","Tulsa",43,"Suburban","Visit the area for recreation/tourism","0","Hiked","Camped","0","0","Gone boating (kayaking, canoeing, motorboating...)","0","Fished","Visited a local park","Visited a wildlife refuge or state park","0","2 year degree","Employed full time","More than $150,000","Republican","0","Conservative","0","Pass"
-94.8719024658203,36.8764038085938,"23.120.184.109","Message 1 OKC","I AGREE to participate",1,"A little","A little","0",1,"The opposition attorney",0,"0","Moderately unlikely",1,5,4,2,3,6,7,8,"About the same","About the same","No",0,"can't afford it right now",0,0,0,0,0,0,0,0,25,15,10,25,15,5,5,0,"0","Attended a town hall or city council meeting","0","Signed a petition","0","0","0","0","Voted in the last federal election","Neither agree nor disagree","Millard Fillmore",51,"Male","White","0","0","0",0,"0","0","0","Yes","Rogers",42,"Suburban","No Relationship","0","0","0","0","0","0","0","0","0","0","Visited a national park (anywhere in the US)","4 year degree","Employed full time","$70,000 - $79,999","Republican","0","&nbsp;","concerns of this particular watershed","Pass"
-95.7592010498047,34.9261932373047,"208.114.92.144","No Message Control","I AGREE to participate",1,"A little","None at all","0",0,"0",0,"0","Neither likely nor unlikely",4,5,1,2,3,8,6,7,"Slightly less vulnerable","Slightly less vulnerable","Yes",5,"0",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0","0","Neither agree nor disagree","Millard Fillmore",28,"Female","0","0","American Indian or Alaska Native","0",0,"0","0","0","Yes","Pittsburg",28,"Rural","No Relationship","0","Hiked","0","0","0","0","0","0","Visited a local park","0","0","2 year degree","Unemployed not looking for work","$20,000 - $29,999","Something else","a mix","Neither/Even Split","I think it is researching what people know about Kiamichi River and its benefits.","Pass"
-97.4794998168945,35.6678924560547,"24.253.253.223","Message 1 OKC","I AGREE to participate",1,"A little","None at all","0",1,"The opposition attorney",0,"0","Extremely likely",3,2,1,4,5,8,6,7,"0","Much more vulnerable","No",0,"I have no money to spare. Everything I have goes toward rent and food.",0,0,0,0,0,0,0,0,10,15,20,20,20,5,5,5,"Donated time or money to a political campaign","0","0","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","0","Served on a committee or board","0","0","Somewhat agree","Millard Fillmore",21,"Female","White","0","American Indian or Alaska Native","0",0,"0","0","0","Yes","Oklahoma",21,"Suburban","Oklahoma City metro area resident","0","0","0","0","0","0","0","0","Visited a local park","0","0","Some college","Student","$10,000 - $19,999","Independent","0","&nbsp;","I think this study is researching Oklahomans awareness of environmental events as well as the impact that political decisions could have on our way of life.","Pass"
-97.5362014770508,35.3791961669922,"68.97.217.240","Message 2 River","I AGREE to participate",1,"None at all","None at all","0",0,"0",1,"An attorney challenging the permit","Moderately likely",3,5,1,2,4,8,6,7,"About the same","About the same","No",0,"It's a natural resource that I don't feel people should be charged to use.",0,0,0,0,0,0,0,0,5,20,30,20,5,5,10,5,"0","Attended a town hall or city council meeting","Attended a rally/demonstration/march","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","Called or written to a representative (local, state, or national)","0","0","Voted in the last federal election","Somewhat agree","Millard Fillmore",42,"Female","White","0","0","0",0,"0","0","0","Yes","Oklahoma",42,"Urban","Oklahoma City metro area resident","0","0","0","0","0","0","0","0","Visited a local park","0","0","High school graduate","Employed full time","$20,000 - $29,999","Independent","0","Conservative","I don't know.","Pass"
-95.9717025756836,36.0944061279297,"68.13.249.61","No Message Control","I AGREE to participate",1,"None at all","None at all","0",0,"0",0,"0","Neither likely nor unlikely",3,5,1,2,4,7,6,8,"Moderately more vulnerable","Moderately more vulnerable","No",0,"I would not want to be more responsible financially after I pay other things.",0,0,0,0,0,0,0,0,15,30,20,15,10,5,0,5,"0","0","0","0","0","0","0","0","0","Disagree","Millard Fillmore",29,"Female","White","0","0","0",0,"0","0","0","Yes","Tulsa",29,"Urban","No Relationship","0","Hiked","0","0","0","0","0","0","Visited a local park","0","0","High school graduate","Employed full time","$60,000 - $69,999","Democrat","0","Liberal","How we view the enviroment and which to protect it.","Pass"
-96.7883987426758,32.8007965087891,"107.77.200.18","No Message Control","I AGREE to participate",1,"A little","A little","0",0,"0",0,"0","Slightly likely",4,3,2,1,5,7,6,8,"About the same","Moderately more vulnerable","No",0,"I’d be willing to donate but not on an annual commitment.  I don’t like renewing charges like that.",0,0,0,0,0,0,0,0,15,20,20,15,15,5,5,5,"Donated time or money to a political campaign","Attended a town hall or city council meeting","0","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","Called or written to a representative (local, state, or national)","0","0","Voted in the last federal election","Somewhat agree","Millard Fillmore",35,"Male","White","0","0","0",0,"0","0","0","Yes","Cleveland",17,"Suburban","No Relationship","0","Hiked","0","0","0","0","0","0","Visited a local park","Visited a wildlife refuge or state park","Visited a national park (anywhere in the US)","Doctorate","Employed full time","$90,000 - $99,999","Democrat","0","&nbsp;","How knowledge of the area affects the perceived importance","Pass"
-97.2725982666016,35.4718017578125,"72.198.5.241","Message 1 OKC","I AGREE to participate",1,"None at all","None at all","0",1,"An attorney for the city",0,"0","Moderately likely",5,3,4,2,1,7,8,6,"Moderately more vulnerable","Much more vulnerable","Yes",25,"0",5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","Signed a petition","0","0","0","0","Voted in the last federal election","Somewhat disagree","Zachary Taylor",39,"Male","White","0","0","0",0,"0","0","0","Yes","Oklahoma",20,"Suburban","Oklahoma City metro area resident","0","Hiked","Camped","0","0","0","0","Fished","0","0","0","High school graduate","Employed full time","$30,000 - $39,999","Democrat","0","&nbsp;","what people think about the environment and water usage,","Pass"
-97.475700378418,35.62109375,"76.231.20.18","No Message Control","I AGREE to participate",1,"None at all","A little","0",0,"0",0,"0","Extremely likely",3,1,2,4,5,6,8,7,"Slightly more vulnerable","Slightly less vulnerable","Yes",24,"0",0,6,8,8,2,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","Signed a petition","0","Called or written to a representative (local, state, or national)","0","Volunteered to register voters or work at a polling place","Voted in the last federal election","Somewhat agree","Millard Fillmore",43,"Female","White","0","0","0",0,"0","0","0","Yes","Oklahoma",30,"Rural","Oklahoma City metro area resident","0","Hiked","Camped","0","Biked for recreation","0","0","0","Visited a local park","Visited a wildlife refuge or state park","Visited a national park (anywhere in the US)","2 year degree","Unemployed looking for work","$70,000 - $79,999","Independent","0","&nbsp;","feeling on the watershed program, and local knowledge of it","Pass"
-96.7883987426758,32.8007965087891,"107.77.197.51","Message 2 River","I AGREE to participate",1,"A moderate amount","A moderate amount","0",0,"0",1,"An attorney challenging the permit","Slightly likely",4,1,7,2,3,6,8,5,"Slightly more vulnerable","Slightly more vulnerable","Yes",20,"0",10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,"0","Attended a town hall or city council meeting","0","Signed a petition","0","0","0","0","0","Somewhat agree","James Buchanan",48,"Female","White","0","0","0",0,"0","0","0","Yes","Okfuskee",48,"Rural","Visit the area for recreation/tourism","0","Hiked","Camped","0","Biked for recreation","0","0","0","0","0","0","High school graduate","Employed part time","$10,000 - $19,999","Republican","0","Neither/Even Split","kiamichi river","Pass"
-97.7330017089844,35.4971008300781,"162.230.66.24","No Message Control","I AGREE to participate",1,"None at all","None at all","0",0,"0",0,"0","Moderately likely",1,4,2,7,8,3,6,5,"Much more vulnerable","Much more vulnerable","Yes",20,"0",0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","Attended a town hall or city council meeting","0","0","0","0","0","0","0","Somewhat disagree","Millard Fillmore",35,"Male","White","0","0","0",0,"0","0","0","Yes","Canadian",35,"Suburban","Visit the area for recreation/tourism","0","Hiked","0","0","0","Gone boating (kayaking, canoeing, motorboating...)","Hunted","Fished","Visited a local park","0","0","High school graduate","Employed full time","$80,000 - $89,999","Independent","0","Neither/Even Split","I think this is researching visitors opinions on conservation methods and their importance.","Pass"
-95.9796981811523,36.0148010253906,"174.236.27.193","No Message Control","I AGREE to participate",1,"A moderate amount","A little","0",0,"0",0,"0","Slightly likely",5,4,1,3,6,2,7,8,"Slightly more vulnerable","About the same","Yes",100,"0",20,5,40,5,5,5,15,5,0,0,0,0,0,0,0,0,"0","0","0","Signed a petition","0","0","0","0","0","Neither agree nor disagree","Millard Fillmore",23,"Female","0","Black or African American","0","0",0,"0","0","0","Yes","Oklahoma",23,"Rural","Oklahoma City metro area resident","0","Hiked","Camped","0","0","0","0","0","Visited a local park","0","0","Some college","Student","Less than $10,000","Democrat","0","Neither/Even Split","0","Pass"
-97.1970977783203,35.3733978271484,"216.198.166.17","Message 2 River","I AGREE to participate",1,"A moderate amount","A moderate amount","0",0,"0",1,"An attorney challenging the permit","Moderately likely",5,8,1,6,2,3,4,7,"Moderately more vulnerable","Moderately more vulnerable","Yes",20,"0",1,1,12,2,3,0,1,0,0,0,0,0,0,0,0,0,"0","Attended a town hall or city council meeting","0","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","0","0","Volunteered to register voters or work at a polling place","Voted in the last federal election","Neither agree nor disagree","Millard Fillmore",47,"Female","White","0","0","0",0,"0","0","0","Yes","Oklahoma",47,"Suburban","Oklahoma City metro area resident","0","Hiked","Camped","0","0","0","0","0","Visited a local park","Visited a wildlife refuge or state park","0","4 year degree","Employed full time","$20,000 - $29,999","Democrat","0","Liberal","I think that this study was to get a feeling for how people think about the river.","Pass"
80.2804870605469,13.0843048095703,"49.207.185.168","No Message Control","I AGREE to participate",1,"A great deal","A lot","A great deal",0,"0",0,"0","Moderately likely",8,6,2,1,4,7,5,3,"Much less vulnerable","Much less vulnerable","Yes",4,"0",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,"Donated time or money to a political campaign","Attended a town hall or city council meeting","Attended a rally/demonstration/march","0","0","0","0","0","0","Agree","Zachary Taylor",32,"Male","White","0","0","0",0,"0","0","0","Yes","Oklahoma",32,"Suburban","Oklahoma City metro area resident","0","0","Camped","0","0","0","0","0","0","0","0","4 year degree","Employed full time","$40,000 - $49,999","Republican","0","Liberal","nuice","Fail"
80.2804870605469,13.0843048095703,"49.207.185.168","Message 2 River","I AGREE to participate",1,"A great deal","A lot","A lot",0,"0",1,"Out of state lobby representative","Moderately likely",3,8,7,4,1,5,6,2,"Much less vulnerable","Much less vulnerable","Yes",40,"0",0,10,0,10,10,0,10,0,0,0,0,0,0,0,0,0,"Donated time or money to a political campaign","Attended a town hall or city council meeting","Attended a rally/demonstration/march","Signed a petition","0","0","0","0","0","Agree","Zachary Taylor",32,"Male","White","0","0","0",0,"0","0","0","Yes","Oklahoma",32,"Suburban","Visit the area for recreation/tourism","0","0","Camped","0","0","0","0","0","0","0","0","4 year degree","Employed full time","$40,000 - $49,999","Republican","0","Liberal","nice","Fail"
80.2804870605469,13.0843048095703,"49.207.185.168","Message 1 OKC","I AGREE to participate",1,"A lot","A lot","0",1,"Out of state lobby representative",0,"0","Moderately likely",1,3,7,8,2,5,6,4,"Much less vulnerable","Moderately less vulnerable","Yes",1000,"0",100,50,50,50,350,150,200,50,0,0,0,0,0,0,0,0,"0","Attended a town hall or city council meeting","Attended a rally/demonstration/march","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","0","0","0","0","Agree","Zachary Taylor",32,"Male","White","0","0","0",0,"0","0","0","Yes","Oklahoma",32,"Suburban","Oklahoma City metro area resident","0","Hiked","0","0","0","0","0","0","0","0","0","4 year degree","Employed full time","$40,000 - $49,999","Republican","0","Liberal","very interesting","Fail"
-95.8858032226562,36.0496063232422,"72.213.135.190","No Message Control","I AGREE to participate",1,"A little","None at all","0",0,"0",0,"0","Slightly likely",1,2,5,3,4,6,8,7,"Slightly more vulnerable","Slightly more vulnerable","Yes",5,"0",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0","Voted in the last federal election","Somewhat agree","Millard Fillmore",33,"Male","White","0","0","0",0,"0","0","0","Yes","Tulsa",22,"Suburban","Visit the area for recreation/tourism","0","Hiked","Camped","0","0","0","0","0","Visited a local park","Visited a wildlife refuge or state park","0","4 year degree","Employed full time","$30,000 - $39,999","Republican","0","Conservative","This study is researching peoples view points in regards to the Kiamichi River and the actions we should take in providing a stronger and more efficient ecosystem around it.","Pass"
-95.8071975708008,36.0431976318359,"184.177.184.92","No Message Control","I AGREE to participate",1,"None at all","None at all","0",0,"0",0,"0","Neither likely nor unlikely",1,4,8,3,2,5,6,7,"Much more vulnerable","Moderately more vulnerable","No",0,"Money too tight",0,0,0,0,0,0,0,0,25,10,5,25,20,5,5,5,"0","0","0","Signed a petition","0","Called or written to a representative (local, state, or national)","0","0","0","Strongly disagree","Zachary Taylor",32,"Male","White","0","0","0",0,"0","0","0","Yes","Tulsa",32,"Suburban","No Relationship","0","0","0","0","0","0","0","0","Visited a local park","0","0","Some college","Employed full time","$100,000 - $149,999","Something else","Nothing","Neither/Even Split","0","Pass"
-97.0705032348633,36.1240997314453,"139.78.240.16","Message 1 OKC","I AGREE to participate",1,"A moderate amount","A moderate amount","0",1,"The opposition attorney",0,"0","Moderately likely",4,8,2,6,5,7,3,1,"Much more vulnerable","Much more vulnerable","Yes",100,"0",10,10,10,10,20,10,10,20,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0","0","Somewhat agree","Millard Fillmore",36,"Female","0","0","0","Asian",0,"0","0","0","No","Oklahoma",7,"Suburban","Visit the area for recreation/tourism","0","0","Camped","Gone ""off-roading""","0","0","0","0","Visited a local park","0","0","4 year degree","Unemployed not looking for work","$80,000 - $89,999","Independent","0","Neither/Even Split","i love Oklahoma and proud to be Oklahoman and would always like to protect and support Oklahoma environment any time.Thanks","Pass"
-96.7883987426758,32.8007965087891,"107.77.197.51","No Message Control","I AGREE to participate",1,"A little","A little","0",0,"0",0,"0","Slightly likely",1,2,5,4,3,6,8,7,"Moderately more vulnerable","Moderately more vulnerable","Yes",20,"0",5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,"0","Attended a town hall or city council meeting","0","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","0","0","0","0","Somewhat disagree","Millard Fillmore",28,"Female","White","0","0","0",0,"0","0","0","Yes","Okfuskee",28,"Rural","No Relationship","0","Hiked","Camped","0","Biked for recreation","0","0","0","Visited a local park","0","0","High school graduate","Employed part time","$10,000 - $19,999","Republican","0","Neither/Even Split","kiamichi river","Pass"
-97.475700378418,35.62109375,"98.162.192.169","No Message Control","I AGREE to participate",1,"None at all","None at all","0",0,"0",0,"0","Moderately unlikely",0,0,0,0,0,0,0,0,"Slightly less vulnerable","Slightly more vulnerable","Yes",10,"0",3,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,"0","0","Attended a rally/demonstration/march","Signed a petition","0","0","0","0","0","Somewhat agree","Millard Fillmore",34,"Female","White","0","0","0",0,"0","0","0","Yes","Oklahoma",5,"Suburban","Oklahoma City metro area resident","0","Hiked","0","0","0","0","0","0","0","0","0","4 year degree","Employed full time","$80,000 - $89,999","Democrat","0","Liberal","preserving a water way","Pass"
-97.7309036254883,35.3885040283203,"38.66.46.129","Message 1 OKC","I AGREE to participate",1,"A little","None at all","0",1,"The opposition attorney",0,"0","Moderately likely",1,3,4,2,7,8,6,5,"Moderately more vulnerable","Slightly more vulnerable","Yes",50,"0",20,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","Signed a petition","0","0","0","0","Voted in the last federal election","Somewhat disagree","Millard Fillmore",26,"Male","White","0","0","0",0,"0","0","0","Yes","Canadian",26,"Rural","Oklahoma City metro area resident","0","0","0","Gone ""off-roading""","0","0","0","0","0","0","0","High school graduate","Employed full time","$10,000 - $19,999","Republican","0","&nbsp;","0","Pass"
